x,y
-13976.1,-43079.5
49444.7,-6965.66
16366.7,-28750.4
47789.5,43928.5
47195.4,25989
-27109.9,-12143.7
37178.6,48979.1
-11045.4,9391.4
-1148.55,-43471.1
-43912.2,-48797.3
-14567.1,-4397.94
41477.1,43915.1
28789.2,38829.3
-44104.8,-45271
43430.7,-48752.4
15383.7,-30413.3
19396.4,-4038.56
8490.29,-34587.1
28871.1,40394.5
-14129.9,-29314.2
-28898.6,-3465.25
-540.523,-31931
39095.5,-12109.6
-39565.4,-43455.3
-35663.5,835.691
19355.8,27793.7
30525.4,-16722.3
-4773.57,644.35
41398.5,-38591.1
-10057.1,43951.5
28325.1,22736.4
-8666.26,7500.54
-32137.3,-49674.7
43560.7,25664.5
8239.92,-37882.6
-30360.3,-44820.8
-32959.6,-8850.32
-12841.1,46065.7
29236.3,3896.76
-12822.7,36448
-2045.11,-39871
-12876.5,10730.5
15448.8,-44107.2
26929.3,31505.8
-45912.1,-38166.2
-26261.7,-4173.92
45553.9,-9036.25
46053.3,27162.1
-16631,-36684.3
-11299.3,-14567.9
19319.5,24394.5
-37087.4,13631.8
-20821.4,-47286.7
-24890.8,26702.7
-1988.8,-20837.8
-43351.1,39221.3
-26253.9,-46665.8
33585.8,49205.2
1213.79,31817.3
17175.2,47330.1
-16536.2,-19986.8
-18778.5,36753.3
44168,5790.03
-7871.3,-18409.6
-12416,28563.5
-42143.1,23837.7
3189.04,31313
-11841.9,18734.4
-27903.9,-27024.6
-23294,7776.87
1927.9,-5194.93
38285.4,5644.79
46467.2,-22902.9
11339.1,36209.3
-43315.5,-769.062
38656.3,-12254.9
-32170.7,-1972.41
29531.7,35097.3
36668.3,6740.82
44272.3,22325.8
40867.7,17380.1
11212.3,-33127.8
-4928.78,37063.3
-10993.7,14932.7
-29966.2,20093.3
-36786.9,32749.6
10778.6,-8394.46
-46765.2,-18303
27044.6,-8071.7
-24417.6,-8262.66
39699.4,-47042.1
49038.3,-8192.74
-9768.08,-31193.6
-36554.2,6180.17
22371.6,4687.28
7272.6,-31950.3
18615.9,-43056.2
-28348.2,37043.9
42550.5,29425.7
37173,46967.8
8517.29,-49304.2
37858.4,-37399.8
-6012.17,48362.1
-28755.2,41520.5
11208.5,18736.1
-33036.6,33809.7
18904.6,33200.2
31396.7,-43254.3
34912.3,8497.07
-18713.2,23390.5
15548.4,-8891.13
-5766.83,-7025.32
-11801.4,21988.4
46893,-27955.3
6288.84,-22738.4
26683.2,-15439.6
-31339.3,30294.1
-9300.83,39641.4
9988.83,35270.5
26898.9,-23250.1
-42890.4,-30763.2
-33226.4,40900.5
20301.8,23696.7
35844.8,-41834.8
13045.4,-4656.18
31171.2,-38094.2
1310.64,38382.7
28891.1,28926.9
-5984.32,-11779.1
-37463,35094.3
-11897.7,48805.9
-44837.2,-47320.5
-39361.1,-46190.5
32413.4,42196.3
34966.6,45318.8
32772.2,35921.1
42135.9,-10995
-1317.25,-753.039
-11477.7,-34762.3
-10397.9,-36792.8
-35055,-19266.5
-8325.83,31968.5
-19150.2,-20405.4
28552.7,-31644.6
44237.8,43112.4
-39223.7,-31420
-24997.4,-14061
-42481.4,41094.4
48201.1,-5776.68
48590.1,12604.7
-44943.5,2471.7
-36615.7,39535.1
44748.6,15564
-24595.9,10781.4
-49248.6,15343.3
34900.2,49542.8
-7658.87,44638.7
-2795.84,-12589.3
-15318.2,3299.72
25867.8,-29809.4
-49020.1,-45337.3
-35102.4,-44772.6
17913.3,42865.5
37902.1,42318.1
-29018.6,-8744.97
39642.8,13623.1
-29434,-48960.7
-17944.2,-17540.7
49265.6,-17646.4
-19447.4,-33423.2
-30728.7,-8065.9
33335,39813.3
-48552.5,-10167.8
-20537.1,-8854.24
-3566.27,41601.2
-12583.2,-48310.5
-20620.5,-20279.9
20295.1,45934.9
-48665.3,30122.6
-36978.7,8195.29
-15597.6,34670
19263.6,-44918.1
21155.7,-11352.6
-9615.29,30608.8
26022.8,-24001.9
37010,-170.353
28795.4,9453.15
47980.9,47773.1
-3263.48,20432.3
-4674.83,-46841.6
39432.9,17667.7
14849.7,37079.9
-5823.24,-8193.33
-43102.2,38284.5
1186.6,-3664.19
-38170.9,15538.6
-21412.7,-29942.5
-9869.86,15637.8
-5905.87,-16073.5
22091.6,-35740.5
20157.1,24794.8
31959.9,-10122.1
18759.8,23586.8
16267.4,-1562.3
-3713.9,-43883.1
-15707.4,3906.2
-26445,-5659.9
-13814.3,-28619
-8149.51,-4522.92
-9844.03,34968.9
-39778.3,12876.5
10424.6,7665.87
23600.9,-41726.6
25461.5,15238.1
36939.4,-45707.4
44428.8,-8432.86
-24057.7,-95.9415
-46798,-12844.7
-44591.4,-22469.7
-3570.48,-9534.73
-6803.63,204.792
-43284,48573.5
-15299.6,14191.4
5188,45066.8
-30319.3,-37884
-44136.1,1690.69
19898.3,25149.1
-42629.5,-42558.1
-7774.95,-10595.9
19906.3,8379.53
-29321.8,-24408.5
-38810,24946.8
-668.033,-1009.16
47230.2,-13951.1
44548.7,-40133.6
49523.7,-3378.07
-4124.38,-18827.2
47646.6,-3738.36
48092.5,43233.1
19158.9,5891.83
49950.3,-34122.5
-24030.5,45020.7
37026.6,27750.3
46574.7,-30594.4
1924.98,-7470.1
-43332.2,40979.3
-3491.92,-33097.6
31313.8,-7602.71
21784.4,4249.54
43709.7,48855.4
32975.7,-7985.62
-453.825,-25034.2
-17571.8,-39096.3
-6074.91,21635
46557.9,550.269
-16368.9,10213.6
-37989.9,28324.6
23284.1,-26531.6
34290.4,-22861.7
38553.3,-14415.7
-48740.3,-26748.1
-20918.6,37657.1
-49544.1,-6414.03
26892.8,5287.15
30011.1,-45271.5
46868.1,-31325.8
35421.9,18681.5
-29539.1,-19878.1
-31944.7,44726.8
-42300.7,35886.2
29991.9,-12393.2
2298.6,-5011.17
-18505.5,-33693.7
46778.4,41452.1
16709.9,-39445
14776.2,-22392.9
2941.11,-26675.1
5901.29,-44334.7
-17175.5,-40374.2
19364.3,25569.6
-32499.1,-14330.6
713.675,38416.4
-35659.9,-14762.2
17346.7,3672.32
-40322.5,6943.41
30794.5,-5846.12
-15406,-1501.26
-43904.2,-30162.5
9199.53,-22581.4
-37037,6096.32
15804.2,14533
-13831.7,3373.71
-49701.9,-30907.4
29740.8,48025.2
-9739.86,13775.9
-48891.4,-41081.7
8076.97,-10598.8
-32521.5,47523.7
34509.2,49042.5
35391.7,-22200.1
28348.7,-34302.3
-15794.6,46232.5
-47206.8,48068.9
-4904,-17055.7
-30641.9,40713.2
5747,-21812.8
21117,-12079.6
-26666.4,-29545
-19353.5,-21685.1
8319.61,13355.5
24462.2,19312.8
-3820.12,-29703.4
-34603.9,-19248.9
33745.6,39865.9
-33919.5,-45798.4
26601.7,41868.3
28906.7,29227.1
19450.6,39407
30124.1,-8064.23
29412.2,21518.2
-11490.9,-39391.8
-30398.6,-40375.3
-45223.2,-47798.5
-6392.28,25533.4
-45967,-16481.7
-43976.1,36984.7
-5260.98,-20505.8
-24263,-19438.8
-32032.1,33830.5
14440.2,26964.7
8686.86,-38085
-48864.6,16953.7
45927.8,19209.1
44172.2,-6192.32
18399.4,-21199.1
15146.3,20670.8
-22144.2,-36067.1
7325.45,-49078.5
7591.79,-39712.7
-33416,37417.8
-46552,4713.23
35193.8,-31332
14037.8,-39056.6
44429,18503.9
-44353.8,-47286.7
-26579.8,-2167.8
7045.06,-46114.3
-36189.3,-44694.8
3741.61,2318.89
18155.7,35349.9
3810.35,23750.7
-24999.7,-33566.1
-11729.8,25123.8
3418.6,15497.5
-177.238,525.688
-35783.7,-2285.84
-37873,-17762.7
1604.08,-31665.1
34582.9,12911.4
-24405.7,41739.3
47124.7,22782.7
28511.3,28206.8
47576.3,-34881.8
-24483.5,-1102.91
-6869.07,25114.2
-28588.7,-26000
-15342.6,-48382.5
-44756,47860.2
-41508.4,-41823.8
-10660.4,-37599.4
-29830.8,-39182.5
31416.4,22846
-3227.63,24715.1
-4191.24,-20302.3
19493.1,40351.9
-47035.7,-44734.8
-19533.6,-44140.2
-27220.6,-31724.4
-26249,10904
8886.04,12673.1
-45492.1,-5657.58
44936,-19301.4
-47077.2,190.944
45005.2,-37874.4
31466.8,-3767.44
-32532.3,-34671.6
5662.67,-24345.7
-4363.13,30166
6144.51,-20314
15995.8,-30263.4
-20758.6,30099.2
27229,41580
-39901.7,37689.1
6460.93,-24043.8
-7085.42,20215.9
-36498.5,15495.8
-13262.5,46780.4
27743.5,-856.866
-28701.2,1776.52
44418.5,46722.7
14287.1,34022.8
31279.3,1969.96
-3182.84,-33607.4
-39418.5,46298.7
-35849.4,4219.17
-31560,46392.8
-10551.1,49559.4
-10599,32472.1
7104.5,-3828.95
-28022.1,-48882.1
21949.2,2037.39
-20498.2,23187.1
44708.9,25519
-43032.2,-19665.1
36284.5,-14662.4
-17602.3,-9949.76
39478.5,-11256.4
34319.8,-13228.5
-48686.9,-25576.7
24484.7,6479.58
-22054.9,11230.9
-16921.4,32185.4
37096.7,2745.9
-36708.6,-20198.4
14399.6,25861.7
4278.46,-7999.92
-28662.4,3956.5
-20921.6,14895.5
44135.9,28191.2
41769.7,4198.96
-9932.35,-46869.7
-10258.9,36229
-47617.5,-23976.8
-35582.1,-18881.6
2849.77,49060.4
11224.8,40352.1
48493.6,-45459.7
18526.7,22785.9
18649.9,23057.8
-24542.3,20654.4
29812,-949.446
-16116.2,17802.7
-43214.7,-36847.7
39835.4,-32757.1
-6325.28,19536.3
38116.9,30697.6
-5637.92,-46734.7
-32230.7,-44204.5
-17290.4,-26363.8
-2747.8,-41749.3
-46884.9,-22656.3
34928.7,39247.6
6263.6,-3281.98
20761.8,-29344.5
-38540.2,-14547.2
24840.3,44186.2
-27562.3,-5786.53
3712.66,-43327.4
-16100.1,37837.5
1350.2,43110.9
-42339.2,-22447.2
14020.2,44614.6
16354.5,-2847.72
34619.9,-31531.2
-25104.7,-13443.6
-35015,-3414.03
-12423.1,-6850.5
14300.8,-12962.4
17904.2,-15198.5
-16064.7,48745.3
9479.95,7371.71
-45826.5,4131.78
-11070.5,-46726.3
-18559,16472.6
-30685.1,35574
-34249.5,13375.4
45701.8,-49248
24811.4,23433.3
20690.9,5676.37
-46262.4,-28105.1
42446.3,-36588.9
37446.5,27742.2
17134.2,-44049
1304.51,-6395.95
39424,-48871.4
34319.1,-37057.3
7500.53,-13937.1
20510.5,-33871.9
-21202.7,-11391.3
18541.9,-45919.5
31512,18327.1
-6221.22,-37946
-6670.29,-2403.2
37704.9,28570.5
-10293.9,4468.89
40363.5,47398
-24014.3,-1031.52
22311.5,-47057.1
45866.5,29455.1
-5129.67,8259.41
37947.5,-25527.9
-37015.9,5423.99
46295.1,-10156.2
-9474.64,-48448.7
27440.6,28770.1
-36093.8,39879.9
15008.4,-7856.57
-3249.6,1001.76
42.4772,-8050.7
-8228.92,18294.7
-12494.7,-5860.84
3903.79,19319
-21598.2,21072.7
-38007,-4774.01
38031.3,-16505.2
-30942.8,-25105.3
37583.2,-1307.74
28391.8,14466.9
22699.6,36422.7
27795.5,9696.01
-5894.34,3626.37
46539,30270.2
22479.1,-20409.4
-32638,48792.8
-5165.82,16469.2
30052.8,20885.1
48367.1,-24311.7
27361.7,-8010.28
-14162.2,-37440.5
-25886.9,-47749.7
25681.2,-23663.3
11255.6,-10808.9
-24761,48880
-12189.8,-7822.13
-23042,-18313.3
-23215.9,29953.4
43705.8,-38752.3
-31984.8,-34922.9
-21191.4,-17323
35964.2,-41749.6
-27551.1,16304.4
13749.7,15979
-16542.8,-40472.9
16140.8,-47088.3
47955,29199.9
-334.992,25557.5
-37522,23338.3
-38263,38768.5
-6799.25,17806.5
-21014.4,11380.8
-18174.5,-44423.9
20855.6,-4465.85
43249.1,26399.8
-36312,-25513.2
27457,-6203.06
-48437.3,-49519.7
-5214.44,30313.9
49717.4,25315.3
38391.8,11896.1
-12996.6,-34931.5
11363.2,29909.8
48312.4,-44320.4
44028.1,11291.5
-552.47,-332.229
-10943.8,-23503.4
34939.3,-31814
33441.3,23579.6
24076.4,21662.5
3270.22,-46967.5
-17687,43159.9
49959,43410
-34113,4174.86
-37742.8,-26653.7
-403.485,48660.2
-20568.3,-16034.1
43223.8,-5026.02
-31938.5,15862
24816.8,-45501.1
-6824.2,-290.743
-40119.9,-4362.86
19516.5,23934.5
-34136.9,-17307.6
40833.1,3259.36
-16927.7,17984.6
3293.61,-12252.5
17486.5,-44261
13605,46446.6
-40520.6,48574
475.641,-38173.9
44744.1,-12444.4
37925.4,-40216.5
-22049.7,43404
16845.3,15920.8
-7891.47,-38573
-19379,-35324.8
-28382,-36591.9
-3939.01,6319.72
23925.8,-12700.8
-2095.35,-26495.7
-36938.2,-12950.2
-7436.5,6425.98
-24582.4,-18178.4
37370.9,-33668.1
-30484.6,-4389.35
-671.962,-45735.4
-90.2545,-44976.9
-28694.5,11951.5
-32816.1,-48595.7
17412.6,-41802.5
-15818.7,-39582.8
48487.6,30819.9
-20531.2,14661.8
-8901.93,-47645.9
49393.4,19820
11953.6,-12295.9
-24929.8,-26734.7
-36417.1,36911.6
26308.3,-48976.3
38485.1,27117.6
17387.5,21596.7
-9572.59,-26745.1
-37058.7,-23444.8
6366.18,3964.53
-30985.8,18385.9
10408.1,-19203
-15215.7,27015.1
25395.1,-16609.3
41087,39024.8
24000.1,40303.2
-33420.5,-31784.2
-19521.4,-44238.4
10989.1,-22548.2
-46117.8,-32700.5
43101.2,11018.8
35234.4,-18758.2
9408.83,19441.7
-44439.1,4819.69
37223.8,-23468.9
17772.2,-5922.98
45256.2,33988.6
26128.2,-37013.5
-17461.7,18838.6
25899.6,-41785.1
3629.51,-23028.5
-26123.4,46001
-19870.6,-892.243
990.013,8503.12
-35215.1,-36135.2
-30020.8,47459.5
29885.8,49329.6
44663.9,-37738.9
25804.9,-46773.3
-26148.3,-3937.46
36783.9,8067.68
8167.55,44867.1
-6030.25,26776.5
-44175,18220.1
4006.73,-5674.52
-8909.29,3799.33
17841.8,-338.948
-30955.7,3213.51
-19239.7,-28941.1
27527.1,26516.8
-48668.8,-31195.9
-3845.8,3572.38
-4984.99,-46474.3
28415.3,47361.7
47653.5,44335.1
5772.67,-11532.7
-40077.7,-22978.7
10830.3,-9405.55
13509.9,41817.6
-29016.3,-30080
16951.1,-33260
-42120.9,4471.64
-26569.8,23476.8
-18138.7,-19931.8
-18469.7,46549.8
-3274.21,13029
22232.4,24730.2
-28359.1,41444.7
26840.8,22717
-32982.2,-32298.6
-44269.5,42407.8
-24875.1,-35750.8
-23976.7,34445.5
17911.7,22991.4
-13951.5,6193.25
-31856.1,42206.7
12583.7,27995.4
-7504.58,-27337.5
43017.4,33401.1
39417.1,-36267.6
20498,27700.8
-33118.6,5577.4
-40375.9,-25329.1
-16135,25691.6
-11325.1,-30129.7
-17141.3,-27730.8
-42967.6,-27392.2
-1611.91,44700.6
47964.2,17957.4
11297.8,-30042.7
15644.3,-19369.3
-8318.02,10529.4
43822.1,-28753.7
-5210.54,-7472.01
33003.5,-48323
-42682,7215.7
42304.7,-7393.62
-24824,-22916
-34014.6,-23729.1
-9931.83,12784.8
29360.1,-25487.3
9996,-26481.5
32379.7,28434
7062.8,-49739.9
14280.3,4936.67
-9055.17,-706.602
-18217.2,-39907.9
6678.9,41822.5
-49133,46264.9
11161,-10134.1
-27706.9,17364.7
-10625.4,9143.24
-26302.6,-26543
-20360.9,21635.5
15358.9,23590.7
-42106.4,-42076.9
30881,-32068.3
37859.8,26104.1
-5462.98,-39463.1
-42153,34875.8
-27942.7,44430
-44879.4,15787.9
32216.4,702.431
24702.8,-2437.35
-48269.4,-28811.9
21680.7,-3447.31
32927.9,1648.62
-15863.3,29306.7
17772.4,23030.8
-14657.9,42008.3
-16256,21182.7
-32224.3,29993.5
37226.1,16804.8
-39022.7,-17122.7
-19446.6,-38062.8
2748.47,43842.9
-38870.4,-13270.9
-17001.7,-31655.9
6973.83,-14738.3
7344.13,-27856
38897,28366
-1553.46,-31877.4
19856.8,46739.1
-6196.68,-10648.9
27434.9,11438.8
-39082.9,40536.7
-3900.81,21089.2
-36315.6,-31170.4
-11568.6,-8914.28
14395.5,24669.2
-25244.7,24025.7
28251.7,24147.5
-3486.92,-14479.9
-42919.6,-21715
7358.35,25946
13830.5,7812.31
17609,544.362
-44593.4,25223.7
-39002.4,-16455.5
-37092.2,30375
-33723.4,31009.9
27806.4,19323.3
21597.9,32254.4
16266.7,-18934.2
-44291.5,37751.7
49934.8,17765.5
-9891.89,-32551.9
26821.3,40641.1
-1268.9,-38040.2
49001,8959.37
39327.4,-3425.1
-39620.8,35967.5
16195.8,22260.2
-19482.2,-381.72
-23266.3,-33168.8
-49178.5,33945.9
9976.87,33006.3
-46069.4,42026.5
39420.2,-37623.1
37847.6,46061.1
-38820.4,44177.1
14906,-7381.1
34552.1,49720.8
-35301.9,40632.2
-35415.9,20860.1
49219.8,37169.2
29974.7,26611.3
18140.2,-24880.5
17016.9,14181.2
36429,35776.7
-26382.9,-25878.2
-8707.23,-10757.6
-44325.8,-19080.8
-26141.1,47238.9
32375.3,-21420.2
48844.8,16451.3
-10314.1,344.038
4324.19,9553.63
637.717,41654.6
-47049.7,-5456.42
-3674.75,4870.45
286.256,14710
-46059.7,44641
-24407.6,-33104.3
-10289.2,24925.9
-35928,-6452.83
-22602,-22771.3
-39840.5,-38038.1
-23330.5,24197.9
20711.5,-14119.1
-6365.82,45950.2
27393.4,-14288.9
-1058.47,40757.7
-15128.1,14894.9
41351.6,38191.9
-31409.1,46281.5
35109.1,32415.4
3656.92,40139.2
-35989.9,-33685.2
23222.8,1634.5
-8708.7,6426.45
47407.2,-37113.6
8675.62,22440.5
7286.84,28286.5
2442.88,21321.2
-28895.1,34876.5
1839.55,-6860
10829.5,26343.7
48584,-40414.5
-31308,2480.52
16694.3,-4050.52
22627.1,-26882.7
19175,-43991.8
-7018.92,-48549.9
-10236.6,-17197
-33665.3,3423.23
-36145.7,35291
47258.2,30877.4
43888.4,-35911.8
-34355.8,14290.9
30750.4,29274.2
1074.58,1466.02
25496.7,16081.7
-48617.2,40052.4
28039.3,-31578.8
7958.48,14635.3
29773.5,-18604.4
-31226.8,38459.1
48502.3,18693.2
23776.5,-20659.4
-31278.3,-40053.4
-28436.5,41456.1
-46168.9,-4837.44
-41012,23765.6
-10859.4,21574.2
-41275.1,17288.3
21287,-29531.9
7269.39,-38791.3
48869.3,-47022.6
-36533.5,39399.9
35515.4,25864.3
31039.5,12854.2
10538.6,17828.5
37360.1,12275.9
37327.2,-10869
-14710.7,36875.3
-43923.5,-37766.3
28974,47799
45588,-16849.1
-18372.2,-18136.1
37651.5,5294.75
-49834.7,-36604.3
5771.56,22040.8
-31233.4,-27620.9
-34203.9,-39046.1
-31859.3,12788.1
44516.4,32822.4
-6661.99,-13981.3
-45476.2,18352.8
-32572.5,41347.3
11792.3,49639.1
-189.169,-46905.1
-20084.8,-25915.3
-35249.5,1704.16
-33668.1,-8262
-26066.3,-27131.7
23070.4,-24154
-11523,26865.7
8328.31,39302.6
-43408.5,-44218
-44033.9,13419
-778.778,-49650.1
10286.7,-29731.6
19474.3,29027.6
-26139,-30319.9
6990.41,46081.2
-45557.4,10055.5
-34409.9,-2238.28
5796.97,-48708
-25386.4,41169.8
-1065,-27977.4
9741.34,28321.9
-13871,-37563.5
-6054.87,-41689.9
4045.35,19812.3
-32062.2,1228.08
-35271.9,20869.3
-45685.6,36522.7
10023.8,-30130.8
35059.8,12090.9
-16100.1,-16826.6
-36056.8,-32776.9
34516.2,-2386.8
-13880.1,4905.6
34830,4502.61
20714.7,-5580.54
10858.5,32635.6
6331.58,27250.8
16632,39710.4
19287.5,-8318.83
9904.53,26987.6
17148.8,-1740.66
-36658.6,33971.4
-8886.65,3258.32
-38778.8,-31690.2
7581.03,-6716.55
18358.6,-35611.3
-44917.7,-4829.7
-9451.88,24605
41834,28838.5
24706.9,-39985.4
42690.8,12985.5
-35086.3,-31430
-22022.5,-25453.8
-9608.77,-24788.6
46104.2,27905.9
7811.95,-40518.3
49596.9,13600
39514,-16252.2
-7169.41,-33033.5
34671.4,-19982.5
34812.3,29373
-9078.42,32746
-23023.7,-41694.7
7702.08,11305.2
2905.84,14945.2
-18100,31776
-20522.1,15898.4
38200.6,-1780.08
7037.15,2982.87
13943.2,37033.6
8069.87,-31594.3
42469.3,-11981.9
18600.6,28649.6
-33658,-16440.6
8413.12,4266.95
46182.8,23184
-46023.2,-37195.6
17786.1,-33632.6
1767.71,171.664
-22359.6,37231
-22145.3,4290.22
39543.3,36541.3
-23789.7,25390.8
21744.7,32509.4
46096,-24342.3
46486.8,-43406.2
27151.1,37896.8
-5987.42,-10926.8
37976.1,26174.8
-15746.3,-38243.1
20087.3,-39639.1
9013,-11853.5
-26762,-15682.6
-46216.6,-9265.77
-20849.7,-45319.3
-46733.6,15458.6
-11623,22943
32034.7,-17749.2
27096.6,30797.2
5606.34,-19847.7
11150.3,-23453.4
10865.2,-1113.22
16754.7,-44546.1
-31114.9,4717.36
-25239.4,-18734
11037.2,-19559
34054.8,-40629.5
47113.2,41164.7
45411.2,26487.5
-36534.6,-11529
27474.7,-10242.4
7001.1,4524.89
-28087.9,-28245.1
-11500.8,-1411.69
-16934.7,17614
-31564.7,-24523.1
44444.1,42368.5
12339.3,-3838.07
25052.1,-33213.8
-39664.7,48254.4
-30764.9,-21596.5
-24323.6,32955.9
49240.4,19454.1
-40086.6,-25765.8
12105,-40333
-23960.2,28008.7
-10539.3,-49211.6
-11396.2,31190.2
4078.11,31127.9
15158.6,44095.3
38598.5,-14662.5
-24502,-34481.9
-27771.2,-30855.9
6295.58,46882.2
-30062.9,-32174.5
-1604.61,45384.9
-29536,11172
30737.2,-14113.7
17250.2,35004.5
9867.69,48507.2
-37917.4,35471.8
-10071,-15767.2
-32448.6,19659.9
3510.18,1949.56
19237.6,20371.8
19631.1,4560.41
-13723,-34729.6
-9009.37,6133.52
17322.5,-14500.8
-1295.79,8836.87
8727.7,13825.7
2536.17,-17362.3
-16397.7,15334.1
17384.8,-37215.3
-35350.8,39836.9
-31659.5,-32233.6
343.115,21000.8
-16545.9,13030.5
-6526.13,45235
13261.3,-44535.4
-34627.2,49893.1
30456.5,13736.9
1090.29,8234.12
-19452.1,-11692.9
-13703.9,-15493.4
27041.3,7028.08
-39614.2,21684.6
30724.7,-10521
22996.6,-3670.81
14989.7,30745.1
-5538.73,48017.8
-41010.8,20679.8
6894.35,13851.6
1548.21,-10486
20378.7,-32661.6
3491.84,-41662.9
-17326.4,-14634.5
35409.1,11841.5
-42354.7,-25852.1
-19248.4,46012.9
-14947.2,-49462.7
10763.8,6479.96
36416.5,25056.1
33798.1,-16037.6
-42810.9,7191.48
-10531.8,30216.9
32351.3,-21799.8
-3735.45,-13433.5
-49410.4,40715.6
-45848.8,-36073.8
48414.5,-29966
-40349.4,-10919.2
16480.9,42827.9
-35425.6,-20765.8
9201.73,-38192.4
-3737.74,-24274.4
-21225.8,8725.21
40232.3,45684.7
28699.9,-37980.9
-47213.9,-27300.6
19266.2,37166.8
41648.4,-45807.8
-36162.4,-32193.4
43053.9,161.932
15242.4,48331.4
15041.5,16408.4
25166.6,-27656.8
-40757.9,33339.1
-42718,-12822.8
40225.9,46592.3
-16246.2,-48080.4
40584.9,33542.7
-751.618,49125.3
-31929.1,-30127.7
-17048.5,-25308.9
-37764.9,24910.5
1745.23,28559.7
-8535.15,-43331.8
-46917.4,-13361.4
21983.8,-1245.95
22695,-8801.77
29378.4,43008.9
14500.7,30287
-28213.1,-38290.2
-12393.7,1193.99
9793.63,6340.41
-5416.45,20697.1
-5721.66,43575.9
-34971.1,8007.11
7988.46,48899.3
42410.7,39344.7
-28532.2,-36776.6
-34100.6,45784.4
-25009.4,20149.1
-2227.75,47295.9
-18094.5,-5716.88
8146.63,9062.34
185.594,21165.1
16206.2,46572.7
-10080.5,6090.33
38131.8,27762.6
23051.5,-20913
-28374.2,-36219.1
2082.59,-43101.4
47983.8,-9114.15
-13199.9,-16920.5
-11154.6,40780
-39846.4,-12625.1
45310.2,48768.1
-31666.9,-10168
30956.4,15463.8
-29034.7,-5496.49
24712.6,-48990
45740.6,-49553.3
10917.1,-44355
-3615.21,-1775.64
-3794.85,43268.9
-25515.4,-19813.6
-17868.6,-42230.3
-42399.8,-46226.2
15571,11851.2
-48196.9,-1279.88
-11280.4,44820.6
46530.9,43676.2
-40125,26574.5
8576.46,-24878.6
-19334.1,-37259.9
7077.29,11604.4
-4390.12,-31568.8
-39464.1,31240.4
-12334.3,20371.1
49436.6,32387.6
16746.1,33694.6
13193.8,21075.2
44174.6,-39538.5
-32425,20131.3
-22676.1,34277.4
5876.79,-29078.6
17810.9,-38453.4
-34215.8,11833.4
-19208.2,-8146.52
-9753.77,31681.7
-14558.5,-23445.5
-32778.4,41986.3
-27506,22330
-795.878,24791.5
-31410.6,-41737
38288.7,-28890.3
-149.99,31559.3
-8303.85,-14839.8
35461.9,3379.03
30026,49779
9181.66,45604.7
-15150.8,-2636.72
43335.4,-19895.3
-32497.1,-38187.8
-23955.2,-16323.5
-16167.4,37772.8
-24851.8,33621.2
-8319.3,33569.6
9512.62,42287.5
21594.7,32251
-23344.5,-32649.6
-22584,1042.17
32199.5,48300.8
18521.6,10965
-33040.7,-39341.7
40748.5,-3897.45
-41491.8,-2370.79
947.21,39175.4
-44381.3,-16075
-19253.5,41305.3
943.183,13013.6
20804.7,16565.5
-27783.2,-10422.7
-145.933,-40175.8
12280.9,-3334.62
38063.6,36877.6
-17391.2,16196.8
-41909.5,-8020.8
12282.3,-20867.7
-9611.36,-8014.89
13828.6,-8974.27
-7450.09,-24398.8
18240,23090.1
21190.1,31237.5
-20307.6,27102.9
30934.6,-35257.2
28431.6,-48285.5
-29239.1,-1535.28
-44416.6,49537
3464.53,36260.2
-34361.5,23174.8
-14551.5,13471.7
47633.1,7560.67
-26801.1,9359.64
31837.7,-12198.2
25454.8,3154.08
1546.75,3964.08
40410.1,-24904.9
32001.5,41083.3
22463.4,-39997.7
30719.2,-20796
46163.3,35430
31255.1,-1237.45
24691.1,21641.8
-40819.3,33227.1
23652.8,-33139.5
-28346.4,19182.5
-25699.2,7205.61
48777.3,24289.2
22269.9,42412
-31383.2,-34702.3
5310.89,24149.7
30707.8,31957.1
10118.9,-13153.2
-22236.1,-5800.5
-44032.7,-21418.2
-16436.6,-34101.6
22367.7,-30732.3
-35830.3,-569.104
22139.9,-14031.6
15865.3,30464.6
-126.3,48848.4
20720,32848.5
-44645,27586.4
8765.84,-13159.8
4054.89,31891.4
-411.487,-27291.1
12640.8,-16184.4
41034,-36713.1
20711,10965.7
-44318.7,-10248.8
46452.4,-27010.7
-15130.4,-9882.55
3710.15,-30470.5
4282.7,-42158.5
-46669.7,13555.6
-22777,6886.22
-37481.7,13421.8
19258.3,-8421.57
38873.8,49419.8
20801.3,40745.7
42413.7,-45576.4
26389.3,5015.63
-44343.8,-45703.1
-14301.3,45129.9
-38621.7,-15786.7
-8498.2,-228.347
30327.5,-15500.5
14906.6,41070.9
-43201,49499.9
11503.6,12234.2
-2149.98,-16133.4
-26875.5,14926.9
-37221.4,2896.41
39497.4,7638.63
-22496.1,49212
47269,-13009.8
5755.77,45851.4
43441.9,10054.6
15818.8,-31518.5
-38619.6,-31675.5
-15947.1,-5264.44
-49739.8,25604.4
-1086.93,-11123.6
-33205.7,-6859.1
27998.8,13674.9
1479.91,-2853.78
19241.7,5990.66
36886.7,44479.7
-3109.33,-33991.6
30513.7,2970.66
-44082.4,-36730.3
33664.8,37967
21162.7,-42469.5
-21791.1,-16823.4
32129.3,-44872.6
-29114.3,-43343.4
29152.6,-16881.7
46155.9,5546.51
36104.5,-40136.9
3137.13,-38060.3
